Player,DRtg,Season,ORtg,USG%,VORP,WS,PER,Age,Tm,Lg,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%,Year,Pos,Cluster,Role
George Hill,102,2013-14,115.0,14.8,2.7,7.8,13.4,27.0,IND,NBA,76.0,76.0,2434.0,5.8,13.1,3.8,7.6,2.0,5.5,3.0,3.8,1.1,4.9,6.0,5.7,1.6,0.5,2.0,3.4,16.7,0.442,0.4970000000000001,0.365,0.519,0.807,0.563,2013,PG,8,All Star
Jordan Hill,108,2013-14,115.0,19.7,0.5,4.4,19.3,26.0,LAL,NBA,72.0,32.0,1500.0,9.3,16.9,9.3,16.9,0.0,0.0,4.0,5.9,6.3,11.1,17.3,1.8,0.9,2.1,2.4,5.6,22.6,0.5489999999999999,0.55,0.0,0.5489999999999999,0.685,0.579,2013,PF,9,
Kirk Hinrich,102,2013-14,100.0,17.3,0.6,3.8,10.8,33.0,CHI,NBA,73.0,61.0,2116.0,6.1,15.6,4.0,9.5,2.1,6.1,2.4,3.1,0.8,4.0,4.8,7.2,2.0,0.7,3.0,5.1,16.7,0.39299999999999996,0.419,0.35100000000000003,0.461,0.76,0.494,2013,PG,7,Elite Wing
Jrue Holiday,110,2013-14,103.0,23.3,0.8,1.5,17.1,23.0,NOP,NBA,34.0,34.0,1143.0,9.2,20.7,7.9,17.2,1.4,3.5,2.3,2.9,1.3,5.2,6.5,12.2,2.6,0.5,4.8,4.2,22.2,0.447,0.45899999999999996,0.39,0.48,0.81,0.505,2013,PG,2,Do It All
Ryan Hollins,105,2013-14,117.0,11.5,0.2,1.3,11.9,29.0,LAC,NBA,61.0,0.0,482.0,5.5,7.5,5.5,7.5,0.0,0.0,3.6,5.8,3.2,6.1,9.3,0.8,0.9,3.2,3.0,9.0,14.6,0.736,0.736,0.0,0.736,0.625,0.73,2013,PF,3,Backup Inside Big
Al Horford,104,2013-14,109.0,24.7,1.1,2.8,22.0,27.0,ATL,NBA,29.0,29.0,958.0,12.6,22.2,12.4,21.7,0.2,0.6,3.1,4.5,3.5,9.4,12.9,4.0,1.4,2.3,3.4,3.0,28.5,0.5670000000000001,0.5720000000000001,0.364,0.5710000000000001,0.682,0.588,2013,C,2,Do It All
Dwight Howard,101,2013-14,109.0,24.0,2.4,8.0,21.3,28.0,HOU,NBA,71.0,71.0,2396.0,9.8,16.6,9.8,16.5,0.0,0.1,7.3,13.3,4.8,13.2,18.0,2.7,1.2,2.7,4.8,5.0,27.0,0.591,0.594,0.28600000000000003,0.593,0.547,0.6,2013,C,6,Star Inside Big
Robbie Hummel,108,2013-14,110.0,12.6,0.0,1.1,9.6,24.0,MIN,NBA,53.0,5.0,655.0,5.0,13.3,2.6,6.6,2.4,6.7,1.1,1.2,2.6,7.3,9.9,1.7,1.2,0.2,0.8,4.3,13.6,0.379,0.39799999999999996,0.36,0.469,0.938,0.4920000000000001,2013,SF,5,Perimeter Scorer
Kris Humphries,105,2013-14,113.0,19.0,0.7,4.1,18.2,28.0,BOS,NBA,69.0,30.0,1376.0,8.6,17.2,8.6,17.2,0.0,0.1,4.4,5.4,4.7,10.5,15.3,2.5,1.2,2.3,2.4,5.1,21.6,0.501,0.503,0.0,0.501,0.813,0.552,2013,PF,9,
Serge Ibaka,102,2013-14,115.0,19.8,2.6,9.6,19.6,24.0,OKC,NBA,81.0,81.0,2666.0,9.9,18.4,9.5,17.3,0.4,1.1,2.9,3.8,4.2,9.1,13.4,1.6,0.7,4.1,2.3,4.4,23.1,0.536,0.546,0.38299999999999995,0.5479999999999999,0.784,0.5760000000000001,2013,PF,6,Star Inside Big
Andre Iguodala,103,2013-14,113.0,13.3,2.6,5.8,13.7,30.0,GSW,NBA,63.0,63.0,2040.0,5.4,11.2,3.9,6.9,1.5,4.3,2.1,3.2,1.3,5.9,7.2,6.4,2.3,0.4,2.4,2.5,14.4,0.48,0.5579999999999999,0.354,0.5479999999999999,0.652,0.57,2013,SF,7,Elite Wing
Ersan İlyasova,111,2013-14,103.0,21.3,-0.5,1.6,13.8,26.0,MIL,NBA,55.0,47.0,1478.0,8.4,20.5,7.1,15.9,1.3,4.6,3.8,4.6,3.8,8.3,12.1,2.5,1.6,0.3,2.2,4.8,21.9,0.409,0.446,0.282,0.441,0.823,0.486,2013,PF,1,3&D
Kyrie Irving,108,2013-14,109.0,28.2,3.3,6.7,20.1,21.0,CLE,NBA,71.0,71.0,2496.0,11.0,25.6,8.4,18.4,2.5,7.1,6.0,7.0,1.1,4.3,5.4,8.9,2.2,0.5,3.9,3.4,30.5,0.43,0.45799999999999996,0.358,0.48,0.861,0.5329999999999999,2013,PG,8,All Star
Jarrett Jack,110,2013-14,102.0,17.8,-0.2,2.3,11.5,30.0,CLE,NBA,80.0,31.0,2252.0,6.5,16.0,5.1,11.7,1.4,4.2,2.9,3.4,0.5,4.6,5.1,7.4,1.3,0.5,3.0,3.0,17.4,0.41,0.435,0.341,0.455,0.8390000000000001,0.498,2013,PG,1,3&D
Reggie Jackson,106,2013-14,105.0,22.6,0.9,4.9,15.4,23.0,OKC,NBA,80.0,36.0,2277.0,8.9,20.2,7.1,14.8,1.8,5.4,3.5,3.9,0.9,6.0,6.9,7.3,1.9,0.2,3.7,3.1,23.1,0.44,0.47700000000000004,0.33899999999999997,0.485,0.893,0.527,2013,PG,7,Elite Wing
LeBron James,105,2013-14,121.0,31.0,8.0,15.9,29.3,29.0,MIA,NBA,77.0,77.0,2902.0,13.9,24.5,11.8,19.0,2.1,5.5,8.0,10.6,1.5,8.2,9.7,8.8,2.2,0.5,4.9,2.3,37.9,0.5670000000000001,0.622,0.379,0.61,0.75,0.649,2013,PF,4,Superstar
Al Jefferson,100,2013-14,105.0,29.3,2.5,7.8,22.7,29.0,CHA,NBA,73.0,73.0,2553.0,14.2,28.0,14.2,27.7,0.1,0.3,3.9,5.6,3.2,12.9,16.1,3.2,1.4,1.6,2.5,3.6,32.4,0.509,0.512,0.2,0.51,0.69,0.532,2013,C,6,Star Inside Big
Richard Jefferson,114,2013-14,109.0,16.9,0.3,2.7,11.8,33.0,UTA,NBA,82.0,78.0,2213.0,7.0,15.5,4.1,8.4,2.9,7.1,2.8,3.8,0.4,4.8,5.2,3.1,1.3,0.3,2.2,4.0,19.7,0.45,0.484,0.409,0.544,0.741,0.573,2013,SF,1,3&D
Brandon Jennings,113,2013-14,106.0,23.4,1.0,3.9,15.6,24.0,DET,NBA,80.0,79.0,2728.0,7.8,21.0,5.0,12.6,2.9,8.5,4.5,5.9,1.1,3.4,4.5,11.3,1.9,0.1,4.0,2.9,23.0,0.373,0.397,0.337,0.441,0.7509999999999999,0.486,2013,PG,7,Elite Wing
Jonas Jerebko,110,2013-14,111.0,16.0,0.0,1.4,13.4,26.0,DET,NBA,64.0,0.0,741.0,6.7,14.2,4.6,9.1,2.1,5.0,2.9,4.0,3.5,8.5,11.9,2.7,1.4,0.4,2.9,5.8,18.4,0.47100000000000003,0.5,0.419,0.546,0.7290000000000001,0.5770000000000001,2013,PF,1,3&D
Amir Johnson,104,2013-14,112.0,16.4,2.6,6.3,15.4,26.0,TOR,NBA,77.0,72.0,2214.0,8.1,14.4,7.6,12.9,0.5,1.6,2.1,3.4,4.1,7.9,11.9,2.7,1.3,2.1,2.9,6.4,18.9,0.562,0.593,0.303,0.578,0.636,0.5920000000000001,2013,PF,8,All Star
Chris Johnson,109,2013-14,111.0,14.3,0.2,1.4,10.8,23.0,BOS,NBA,40.0,0.0,789.0,5.5,14.0,2.7,5.7,2.8,8.3,2.4,2.8,2.0,4.3,6.3,2.0,1.8,0.3,1.4,4.1,16.3,0.397,0.483,0.33899999999999997,0.498,0.86,0.537,2013,SF,1,3&D
James Johnson,101,2013-14,110.0,20.0,1.6,3.0,18.5,26.0,MEM,NBA,52.0,4.0,956.0,8.0,17.2,6.8,12.3,1.2,4.9,4.2,5.0,3.4,5.9,9.3,6.2,2.3,3.2,3.7,5.7,21.5,0.46399999999999997,0.5479999999999999,0.253,0.5,0.8440000000000001,0.552,2013,SF,2,Do It All
Joe Johnson,112,2013-14,110.0,22.3,1.2,4.9,15.5,32.0,BRK,NBA,79.0,79.0,2575.0,9.4,20.8,6.1,12.5,3.3,8.2,3.2,4.0,1.0,4.5,5.5,4.4,1.0,0.2,2.4,2.6,25.4,0.45399999999999996,0.489,0.401,0.5329999999999999,0.815,0.564,2013,SG,7,Elite Wing
Wesley Johnson,110,2013-14,100.0,15.1,1.2,1.9,11.0,26.0,LAL,NBA,79.0,62.0,2240.0,6.0,14.1,3.8,8.3,2.2,5.9,1.3,1.7,1.5,6.0,7.6,2.7,1.9,1.7,2.0,4.5,15.5,0.425,0.466,0.369,0.502,0.792,0.522,2013,SF,1,3&D
Perry Jones,107,2013-14,110.0,12.8,-0.1,1.5,10.1,22.0,OKC,NBA,62.0,7.0,764.0,5.5,11.9,4.0,7.9,1.4,4.0,1.8,2.8,1.8,5.7,7.5,1.7,0.9,1.3,1.4,4.1,14.2,0.45899999999999996,0.508,0.361,0.519,0.667,0.541,2013,PF,5,Perimeter Scorer
Terrence Jones,105,2013-14,119.0,18.3,2.2,7.3,19.1,22.0,HOU,NBA,76.0,71.0,2078.0,9.3,17.1,8.5,14.7,0.7,2.4,2.8,4.7,3.9,8.8,12.7,2.1,1.3,2.4,1.7,3.3,22.1,0.542,0.581,0.307,0.564,0.605,0.5770000000000001,2013,PF,8,All Star
DeAndre Jordan,98,2013-14,121.0,12.4,4.4,11.1,18.2,25.0,LAC,NBA,82.0,82.0,2870.0,6.1,9.0,6.1,9.0,0.0,0.0,2.8,6.5,5.8,13.6,19.4,1.3,1.4,3.5,2.1,4.6,14.9,0.6759999999999999,0.6759999999999999,0.0,0.6759999999999999,0.428,0.63,2013,C,6,Star Inside Big
Cory Joseph,104,2013-14,115.0,16.9,0.6,2.9,14.7,22.0,SAS,NBA,68.0,19.0,936.0,6.8,14.3,6.2,12.3,0.6,2.1,4.3,5.2,1.7,4.0,5.8,6.2,1.9,0.8,2.3,4.5,18.5,0.475,0.502,0.316,0.498,0.823,0.5579999999999999,2013,SG,2,Do It All
Chris Kaman,107,2013-14,97.0,26.7,-0.1,0.5,17.0,31.0,LAL,NBA,39.0,13.0,736.0,11.6,22.9,11.6,22.7,0.0,0.2,3.4,4.5,3.6,11.6,15.1,3.8,0.7,2.6,4.9,6.1,26.7,0.509,0.513,0.0,0.509,0.765,0.537,2013,C,9,
Enes Kanter,112,2013-14,102.0,23.3,-1.0,2.2,15.6,21.0,UTA,NBA,80.0,37.0,2138.0,10.3,21.0,10.3,20.9,0.0,0.0,3.7,5.0,5.5,9.2,14.7,1.8,0.7,1.0,3.5,5.7,24.3,0.491,0.4920000000000001,0.0,0.491,0.73,0.523,2013,C,9,
Ryan Kelly,111,2013-14,110.0,15.9,0.6,2.2,12.6,22.0,LAL,NBA,59.0,25.0,1312.0,5.8,13.8,4.0,8.5,1.8,5.3,4.1,5.0,1.6,6.6,8.1,3.5,1.2,1.7,1.7,5.5,17.5,0.423,0.47600000000000003,0.33799999999999997,0.488,0.815,0.5479999999999999,2013,PF,1,3&D
Michael Kidd-Gilchrist,103,2013-14,104.0,15.2,0.4,3.1,12.0,20.0,CHA,NBA,62.0,62.0,1502.0,5.8,12.2,5.7,11.9,0.0,0.3,3.9,6.4,3.8,7.4,11.2,1.8,1.5,1.3,2.1,5.0,15.5,0.473,0.483,0.111,0.475,0.614,0.516,2013,SF,3,Backup Inside Big
Andrei Kirilenko,107,2013-14,103.0,14.6,0.4,1.3,12.4,32.0,BRK,NBA,45.0,4.0,857.0,5.0,9.8,5.0,9.5,0.1,0.3,3.7,7.3,3.4,5.6,8.9,4.4,2.4,1.2,3.3,4.0,13.8,0.513,0.523,0.2,0.516,0.513,0.532,2013,PF,3,Backup Inside Big
Brandon Knight,114,2013-14,104.0,26.8,0.7,2.8,16.5,22.0,MIL,NBA,72.0,69.0,2400.0,10.0,23.8,7.6,16.4,2.4,7.4,5.6,7.0,1.0,4.6,5.6,7.7,1.5,0.4,4.1,3.2,28.1,0.42200000000000004,0.466,0.325,0.473,0.802,0.523,2013,PG,2,Do It All
Kyle Korver,108,2013-14,118.0,14.2,2.5,5.9,13.5,32.0,ATL,NBA,71.0,71.0,2408.0,6.1,12.8,2.2,4.6,3.9,8.3,1.8,2.0,0.5,5.5,5.9,4.4,1.5,0.5,2.1,3.1,17.9,0.475,0.479,0.47200000000000003,0.626,0.9259999999999999,0.653,2013,SG,7,Elite Wing
Kosta Koufos,101,2013-14,106.0,19.4,0.4,3.5,16.5,24.0,MEM,NBA,80.0,22.0,1349.0,9.0,18.2,9.0,18.2,0.0,0.0,2.4,3.7,6.3,10.2,16.6,1.5,1.3,2.8,2.7,7.2,20.4,0.495,0.495,0.0,0.495,0.645,0.514,2013,C,9,
Doron Lamb,113,2013-14,104.0,13.3,-0.4,0.5,7.5,22.0,ORL,NBA,53.0,0.0,695.0,4.6,11.8,2.0,5.2,2.7,6.6,2.1,2.7,0.6,3.0,3.6,3.2,0.8,0.1,2.0,4.0,14.1,0.39399999999999996,0.386,0.4,0.506,0.8059999999999999,0.5429999999999999,2013,SG,5,Perimeter Scorer
Jeremy Lamb,105,2013-14,106.0,20.1,0.3,3.3,13.4,21.0,OKC,NBA,78.0,0.0,1538.0,8.6,19.9,5.7,11.8,2.9,8.1,1.7,2.1,0.9,5.3,6.2,3.8,1.8,0.9,2.0,4.7,21.7,0.4320000000000001,0.483,0.35600000000000004,0.504,0.797,0.522,2013,SG,7,Elite Wing
Shane Larkin,110,2013-14,90.0,17.4,-0.3,-0.1,8.3,21.0,DAL,NBA,48.0,0.0,489.0,5.5,14.4,4.2,10.4,1.3,4.0,1.7,2.6,1.2,3.3,4.4,7.5,2.7,0.1,4.1,4.8,13.9,0.38,0.40399999999999997,0.316,0.423,0.64,0.446,2013,PG,5,Perimeter Scorer
Ty Lawson,110,2013-14,113.0,22.7,2.1,6.3,19.0,26.0,DEN,NBA,62.0,61.0,2222.0,7.6,17.8,6.1,13.3,1.6,4.4,7.1,8.9,0.9,3.9,4.7,12.0,2.2,0.2,4.4,2.5,24.0,0.431,0.455,0.35600000000000004,0.475,0.7979999999999999,0.5539999999999999,2013,PG,8,All Star
Courtney Lee,107,2013-14,113.0,17.0,1.2,4.7,13.8,28.0,TOT,NBA,79.0,47.0,1973.0,7.9,16.5,6.0,11.3,1.9,5.2,2.7,3.0,0.8,4.2,5.0,3.1,1.7,0.8,2.0,3.4,20.4,0.48,0.531,0.371,0.539,0.884,0.574,2013,SG,7,Elite Wing
Courtney Lee,107,2013-14,113.0,17.0,1.2,4.7,13.8,28.0,TOT,NBA,79.0,47.0,1973.0,7.9,16.5,6.0,11.3,1.9,5.2,2.7,3.0,0.8,4.2,5.0,3.1,1.7,0.8,2.0,3.4,20.4,0.48,0.531,0.371,0.539,0.884,0.574,2013,SG,7,Elite Wing
Courtney Lee,107,2013-14,113.0,17.0,1.2,4.7,13.8,28.0,TOT,NBA,79.0,47.0,1973.0,7.9,16.5,6.0,11.3,1.9,5.2,2.7,3.0,0.8,4.2,5.0,3.1,1.7,0.8,2.0,3.4,20.4,0.48,0.531,0.371,0.539,0.884,0.574,2013,SG,7,Elite Wing
David Lee,103,2013-14,111.0,24.3,1.6,7.6,19.1,30.0,GSW,NBA,69.0,67.0,2288.0,11.2,21.4,11.2,21.4,0.0,0.0,5.0,6.5,4.0,10.1,14.0,3.2,1.0,0.6,3.3,4.5,27.4,0.523,0.523,0.0,0.523,0.78,0.5660000000000001,2013,PF,6,Star Inside Big
Kawhi Leonard,98,2013-14,116.0,18.3,3.8,7.7,19.4,22.0,SAS,NBA,66.0,65.0,1923.0,8.9,17.0,7.0,12.2,1.8,4.8,2.7,3.3,2.0,8.8,10.8,3.5,3.0,1.3,2.1,3.3,22.2,0.522,0.579,0.379,0.5760000000000001,0.802,0.602,2013,SF,8,All Star
Jon Leuer,103,2013-14,112.0,21.1,0.1,2.0,17.6,24.0,MEM,NBA,49.0,0.0,642.0,10.1,20.5,8.2,16.4,1.9,4.1,3.1,3.9,3.1,10.1,13.1,1.7,1.5,1.1,2.2,5.2,25.1,0.4920000000000001,0.4970000000000001,0.469,0.539,0.787,0.5660000000000001,2013,PF,2,Do It All
Rashard Lewis,106,2013-14,105.0,14.1,0.5,1.7,10.7,34.0,MIA,NBA,60.0,6.0,971.0,5.3,12.8,2.8,5.5,2.5,7.3,1.4,1.8,1.3,4.7,6.0,3.1,2.9,0.4,1.9,4.9,14.5,0.415,0.51,0.34299999999999997,0.513,0.7879999999999999,0.535,2013,SF,1,3&D
Damian Lillard,110,2013-14,116.0,25.0,3.5,9.6,18.6,23.0,POR,NBA,82.0,82.0,2937.0,9.5,22.5,5.8,12.9,3.8,9.5,6.4,7.3,0.6,4.4,5.0,7.9,1.1,0.4,3.3,3.4,29.2,0.424,0.447,0.39399999999999996,0.508,0.871,0.568,2013,PG,8,All Star
Jeremy Lin,109,2013-14,109.0,20.4,0.9,4.4,14.3,25.0,HOU,NBA,71.0,33.0,2054.0,7.2,16.1,5.2,10.5,2.0,5.6,5.3,6.4,0.8,3.7,4.5,7.1,1.6,0.7,4.3,4.0,21.6,0.446,0.4920000000000001,0.358,0.508,0.823,0.5720000000000001,2013,PG,7,Elite Wing
Shaun Livingston,108,2013-14,111.0,16.1,1.3,4.4,14.5,28.0,BRK,NBA,76.0,54.0,1974.0,6.2,12.9,6.2,12.8,0.0,0.2,4.2,5.1,1.8,4.8,6.5,6.5,2.5,0.8,2.8,4.6,16.7,0.483,0.486,0.16699999999999998,0.484,0.8270000000000001,0.551,2013,PG,9,
Brook Lopez,108,2013-14,121.0,27.1,0.4,2.3,25.4,25.0,BRK,NBA,17.0,17.0,533.0,12.7,22.6,12.7,22.5,0.0,0.1,9.3,11.3,3.8,6.2,10.0,1.6,0.9,3.0,2.8,5.1,34.7,0.563,0.5660000000000001,0.0,0.563,0.8170000000000001,0.629,2013,C,9,
Robin Lopez,107,2013-14,128.0,14.0,3.3,9.5,17.7,25.0,POR,NBA,82.0,82.0,2603.0,6.9,12.5,6.9,12.5,0.0,0.0,3.8,4.7,6.3,7.3,13.6,1.4,0.5,2.7,1.6,3.8,17.6,0.551,0.552,0.0,0.551,0.818,0.605,2013,C,6,Star Inside Big
Kevin Love,104,2013-14,120.0,28.8,7.3,14.3,26.9,25.0,MIN,NBA,77.0,77.0,2797.0,11.5,25.1,8.1,16.2,3.4,8.9,9.2,11.2,3.9,13.0,17.0,6.0,1.0,0.6,3.5,2.4,35.4,0.457,0.502,0.376,0.524,0.821,0.591,2013,PF,4,Superstar
Kyle Lowry,106,2013-14,118.0,22.9,5.7,11.7,20.1,27.0,TOR,NBA,79.0,79.0,2862.0,8.3,19.7,4.9,10.6,3.5,9.1,5.7,7.0,1.6,5.1,6.7,10.7,2.2,0.3,3.5,4.9,25.9,0.423,0.46,0.38,0.511,0.813,0.5670000000000001,2013,PG,4,Superstar
John Lucas III,116,2013-14,87.0,17.0,-0.7,-0.7,5.2,31.0,UTA,NBA,42.0,6.0,591.0,5.5,16.9,3.3,9.4,2.2,7.5,0.9,1.4,1.1,2.4,3.5,3.7,1.2,0.0,2.0,3.6,14.1,0.326,0.349,0.298,0.392,0.625,0.40299999999999997,2013,PG,5,Perimeter Scorer
Shelvin Mack,109,2013-14,105.0,19.0,-0.1,2.3,13.2,23.0,ATL,NBA,73.0,11.0,1490.0,7.1,17.1,5.0,10.8,2.1,6.3,2.2,2.5,0.7,4.7,5.4,9.2,1.7,0.1,3.0,3.4,18.5,0.41700000000000004,0.46399999999999997,0.337,0.479,0.865,0.51,2013,PG,1,3&D
Ian Mahinmi,97,2013-14,105.0,11.4,0.7,3.3,10.2,27.0,IND,NBA,77.0,1.0,1248.0,3.8,7.9,3.8,7.8,0.0,0.0,3.7,6.0,4.4,6.2,10.7,1.0,1.7,3.0,2.4,8.6,11.3,0.48100000000000004,0.484,0.0,0.48100000000000004,0.621,0.5379999999999999,2013,C,3,Backup Inside Big
Shawn Marion,108,2013-14,108.0,15.7,1.9,4.3,13.7,35.0,DAL,NBA,76.0,76.0,2409.0,7.3,15.1,6.0,11.6,1.2,3.5,1.1,1.4,2.8,7.8,10.6,2.6,1.9,0.8,2.0,2.7,16.8,0.48200000000000004,0.518,0.358,0.523,0.785,0.537,2013,SF,7,Elite Wing
Kendall Marshall,113,2013-14,101.0,16.3,-1.0,0.9,12.6,22.0,LAL,NBA,54.0,45.0,1564.0,5.3,13.0,3.1,7.5,2.2,5.5,0.6,1.1,0.5,4.4,4.8,14.8,1.5,0.1,4.7,2.4,13.4,0.406,0.41100000000000003,0.39899999999999997,0.49,0.528,0.494,2013,PG,1,3&D
Cartier Martin,108,2013-14,104.0,17.1,-0.2,1.3,11.0,29.0,TOT,NBA,59.0,6.0,870.0,6.5,15.4,3.0,6.6,3.4,8.8,2.8,3.8,0.8,5.7,6.4,1.9,1.6,0.4,2.0,4.2,19.2,0.42,0.46,0.391,0.532,0.738,0.562,2013,SF,1,3&D
Cartier Martin,108,2013-14,104.0,17.1,-0.2,1.3,11.0,29.0,TOT,NBA,59.0,6.0,870.0,6.5,15.4,3.0,6.6,3.4,8.8,2.8,3.8,0.8,5.7,6.4,1.9,1.6,0.4,2.0,4.2,19.2,0.42,0.46,0.391,0.532,0.738,0.562,2013,SF,1,3&D
Cartier Martin,108,2013-14,104.0,17.1,-0.2,1.3,11.0,29.0,TOT,NBA,59.0,6.0,870.0,6.5,15.4,3.0,6.6,3.4,8.8,2.8,3.8,0.8,5.7,6.4,1.9,1.6,0.4,2.0,4.2,19.2,0.42,0.46,0.391,0.532,0.738,0.562,2013,SF,1,3&D
Kenyon Martin,106,2013-14,108.0,11.6,0.5,1.2,12.2,36.0,NYK,NBA,32.0,15.0,633.0,5.3,10.3,5.3,10.2,0.0,0.1,0.9,1.6,3.0,8.2,11.3,4.2,2.1,2.3,2.2,7.1,11.5,0.512,0.516,0.0,0.512,0.579,0.521,2013,PF,3,Backup Inside Big
Kevin Martin,109,2013-14,110.0,25.0,0.8,5.3,16.3,30.0,MIN,NBA,68.0,68.0,2177.0,10.0,23.2,7.4,16.4,2.6,6.7,6.9,7.7,0.8,3.8,4.6,2.7,1.5,0.1,2.4,2.8,29.4,0.43,0.44799999999999995,0.387,0.486,0.8909999999999999,0.5529999999999999,2013,SG,8,All Star
Wesley Matthews,110,2013-14,118.0,19.6,3.1,8.2,15.7,27.0,POR,NBA,82.0,82.0,2780.0,8.1,18.4,4.4,9.1,3.7,9.3,4.6,5.5,0.9,4.3,5.3,3.6,1.4,0.3,2.0,3.2,24.4,0.441,0.49,0.39299999999999996,0.541,0.8370000000000001,0.588,2013,SG,8,All Star
Jason Maxiell,108,2013-14,95.0,12.4,-0.4,0.3,8.1,30.0,ORL,NBA,34.0,13.0,488.0,4.9,11.0,4.9,11.0,0.0,0.0,1.6,3.3,2.9,6.1,9.0,0.9,0.8,2.1,1.5,4.9,11.4,0.44799999999999995,0.44799999999999995,0.0,0.44799999999999995,0.484,0.45899999999999996,2013,PF,3,Backup Inside Big
O.J. Mayo,115,2013-14,98.0,23.0,-0.7,0.1,11.2,26.0,MIL,NBA,52.0,23.0,1346.0,8.7,21.4,5.4,12.6,3.3,8.8,3.0,3.4,0.9,3.9,4.8,4.4,1.1,0.5,3.7,4.3,23.6,0.40700000000000003,0.433,0.37,0.484,0.8640000000000001,0.516,2013,SG,1,3&D
Luc Mbah a Moute,109,2013-14,101.0,11.2,-0.1,1.0,8.3,27.0,TOT,NBA,64.0,7.0,1003.0,4.3,9.5,4.1,8.7,0.2,0.8,2.3,3.3,2.8,4.5,7.2,1.8,1.5,0.7,2.0,3.4,11.1,0.451,0.47200000000000003,0.235,0.461,0.687,0.503,2013,PF-SF,5,Perimeter Scorer
Luc Mbah a Moute,109,2013-14,101.0,11.2,-0.1,1.0,8.3,27.0,TOT,NBA,64.0,7.0,1003.0,4.3,9.5,4.1,8.7,0.2,0.8,2.3,3.3,2.8,4.5,7.2,1.8,1.5,0.7,2.0,3.4,11.1,0.451,0.47200000000000003,0.235,0.461,0.687,0.503,2013,SF,5,Perimeter Scorer
Luc Mbah a Moute,109,2013-14,101.0,11.2,-0.1,1.0,8.3,27.0,TOT,NBA,64.0,7.0,1003.0,4.3,9.5,4.1,8.7,0.2,0.8,2.3,3.3,2.8,4.5,7.2,1.8,1.5,0.7,2.0,3.4,11.1,0.451,0.47200000000000003,0.235,0.461,0.687,0.503,2013,PF,5,Perimeter Scorer
Ray McCallum,112,2013-14,98.0,17.6,-0.5,0.4,9.7,22.0,SAC,NBA,45.0,10.0,897.0,6.4,17.0,5.2,13.7,1.2,3.3,1.8,2.4,1.0,3.5,4.5,6.8,1.2,0.5,2.2,3.9,15.9,0.377,0.37799999999999995,0.373,0.413,0.7440000000000001,0.439,2013,PG,5,Perimeter Scorer
CJ McCollum,109,2013-14,95.0,20.9,-0.3,0.2,9.0,22.0,POR,NBA,38.0,0.0,476.0,7.9,18.9,4.7,10.4,3.2,8.5,2.4,3.6,0.7,4.4,5.1,2.9,1.5,0.2,3.7,5.6,21.4,0.41600000000000004,0.449,0.375,0.5,0.6759999999999999,0.521,2013,SG,5,Perimeter Scorer
Ben McLemore,112,2013-14,97.0,16.9,-0.6,0.8,7.7,20.0,SAC,NBA,82.0,55.0,2187.0,5.9,15.8,3.7,8.9,2.2,6.9,2.7,3.3,1.2,4.2,5.5,1.9,1.0,0.4,2.2,4.7,16.7,0.376,0.419,0.32,0.446,0.804,0.485,2013,SG,5,Perimeter Scorer
Josh McRoberts,105,2013-14,115.0,13.4,2.9,6.5,13.8,26.0,CHA,NBA,78.0,78.0,2360.0,5.4,12.5,3.1,6.1,2.3,6.4,1.4,1.9,1.9,6.3,8.2,7.3,1.3,1.0,1.8,4.2,14.5,0.436,0.516,0.361,0.529,0.7290000000000001,0.5479999999999999,2013,PF,7,Elite Wing
Jodie Meeks,113,2013-14,112.0,19.1,1.8,4.5,14.7,26.0,LAL,NBA,77.0,70.0,2556.0,7.9,17.0,4.8,9.3,3.1,7.7,4.2,4.9,0.6,3.1,3.7,2.6,2.1,0.1,2.1,2.3,23.0,0.46299999999999997,0.514,0.401,0.5539999999999999,0.857,0.601,2013,SG,7,Elite Wing
Khris Middleton,113,2013-14,105.0,19.1,0.3,2.7,12.5,22.0,MIL,NBA,82.0,64.0,2460.0,8.0,18.2,5.4,12.0,2.6,6.2,2.5,2.9,1.3,5.3,6.6,3.6,1.8,0.4,2.6,5.2,21.0,0.44,0.45399999999999996,0.414,0.511,0.861,0.541,2013,SF,1,3&D
C.J. Miles,107,2013-14,111.0,22.0,0.7,2.5,16.0,26.0,CLE,NBA,51.0,34.0,984.0,9.3,21.4,5.0,10.4,4.3,11.1,3.4,3.9,0.9,4.5,5.4,2.7,2.4,0.8,2.3,5.4,26.4,0.435,0.48,0.39299999999999996,0.537,0.853,0.569,2013,SG,7,Elite Wing
Andre Miller,108,2013-14,112.0,14.5,0.1,2.2,13.9,37.0,TOT,NBA,58.0,2.0,982.0,5.4,11.8,4.8,10.7,0.6,1.1,3.1,3.9,1.4,5.2,6.6,10.0,1.7,0.5,3.1,3.8,14.4,0.45899999999999996,0.452,0.524,0.483,0.779,0.534,2013,SG,1,3&D
Andre Miller,108,2013-14,112.0,14.5,0.1,2.2,13.9,37.0,TOT,NBA,58.0,2.0,982.0,5.4,11.8,4.8,10.7,0.6,1.1,3.1,3.9,1.4,5.2,6.6,10.0,1.7,0.5,3.1,3.8,14.4,0.45899999999999996,0.452,0.524,0.483,0.779,0.534,2013,SG,1,3&D
